"","ENFORCEMENT_ACTION.PWSID","ENFORCEMENT_ACTION.ENFORCEMENT_ID","ENFORCEMENT_ACTION.ORIGINATOR_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_DATE","ENFORCEMENT_ACTION.ENFORCEMENT_ACTION_TYPE_CODE","ENFORCEMENT_ACTION.ENFORCEMENT_COMMENT_TEXT","X"
"22956","PA1090049","173850136003","S","14-NOV-16","SIA",NA,NA
"22957","PA1090049","173850138003","S","21-NOV-16","SOX",NA,NA
"22958","PA1090049","181292048001","S","04-APR-18","SFJ",NA,NA
"22959","PA1090049","181292050001","S","10-APR-18","SOX",NA,NA
"22960","PA1090049","182377643007","S","27-NOV-17","SIE",NA,NA
"22961","PA1090049","182377644007","S","27-NOV-17","SOX",NA,NA
"22962","PA1090049","182377742008","S","27-NOV-17","SIA",NA,NA
"22963","PA1090049","182518848002","S","27-AUG-18","SIA",NA,NA
"22964","PA1090049","182518850002","S","12-SEP-18","SOX",NA,NA
"22965","PA1090049","190191954001","S","20-DEC-18","SIA",NA,NA
"22966","PA1090049","190191956001","S","21-DEC-18","SOX",NA,NA
"22967","PA1090049","191108454008","S","18-MAR-19","SIA",NA,NA
"22968","PA1090049","191108456008","S","21-MAR-19","SOX",NA,NA
"22969","PA1090049","191294954009","S","22-MAR-19","SIA",NA,NA
"22970","PA1090049","191294956009","S","12-APR-19","SOX",NA,NA
"22971","PA1090049","192727848004","S","05-OCT-18","SIA",NA,NA
"22972","PA1090049","192727850004","S","18-OCT-18","SOX",NA,NA
"22973","PA1090050","12345776001","S","27-OCT-11","SIA",NA,NA
"22974","PA1090050","12345777001","S","27-OCT-11","SIE",NA,NA
"22975","PA1090050","12345778001","S","13-DEC-11","SOX",NA,NA
"22976","PA1090050","131460118002","S","05-MAR-13","SIA",NA,NA
"22977","PA1090050","131460120002","S","29-APR-13","SOX",NA,NA
"22978","PA1090050","140271124013","S","27-FEB-14","SIA",NA,NA
"22979","PA1090050","140271126013","S","27-FEB-14","SOX",NA,NA
"22980","PA1090050","180000748001","S","28-NOV-17","SIA",NA,NA
"22981","PA1090050","180000750001","S","22-MAR-18","SOX",NA,NA
"22982","PA1090050","180178948002","S","02-JAN-18","SIA",NA,NA
"22983","PA1090050","180178949002","S","02-JAN-18","SIE",NA,NA
"22984","PA1090050","180178950002","S","02-JAN-18","SIF",NA,NA
"22985","PA1090050","180178951002","S","02-JAN-18","SOX",NA,NA
"22986","PA1090050","181933048003","S","19-JUL-18","SIA",NA,NA
"22987","PA1090050","181933050003","S","12-SEP-18","SOX",NA,NA
"22988","PA1090050","181977448004","S","31-JUL-18","SIA",NA,NA
"22989","PA1090050","181977449004","S","31-JUL-18","SIE",NA,NA
"22990","PA1090050","181977450004","S","13-AUG-18","SIF",NA,NA
"22991","PA1090050","181977451004","S","13-AUG-18","SOX",NA,NA
"22992","PA1090050","182519248008","S","27-AUG-18","SIA",NA,NA
"22993","PA1090050","182519249008","S","27-AUG-18","SIE",NA,NA
"22994","PA1090050","182519250008","S","27-AUG-18","SIF",NA,NA
"22995","PA1090050","182519251008","S","27-AUG-18","SOX",NA,NA
"22996","PA1090050","192885048011","S","24-OCT-18","SIA",NA,NA
"22997","PA1090050","192885049011","S","24-OCT-18","SIE",NA,NA
"22998","PA1090050","192885050011","S","24-OCT-18","SIF",NA,NA
"22999","PA1090050","192885051011","S","24-OCT-18","SOX",NA,NA
"23000","PA1090052","11219717001","S","01-JUL-11","SOX",NA,NA
"23001","PA1090052","130282118001","S","29-APR-13","SIA",NA,NA
"23002","PA1090052","130282119001","S","29-APR-13","SIE",NA,NA
"23003","PA1090052","130282120001","S","21-JUN-13","SIF",NA,NA
"23004","PA1090052","130282121001","S","21-JUN-13","SOX",NA,NA
"23005","PA1090052","132724119003","S","16-JUL-13","SOX",NA,NA
"23006","PA1090052","142333724001","S","08-SEP-14","SIA",NA,NA
"23007","PA1090052","142333724013","S","08-SEP-14","SIA",NA,NA
"23008","PA1090052","152333726001","S","10-DEC-14","SOX",NA,NA
"23009","PA1090052","152389430002","S","24-AUG-15","SIA",NA,NA
"23010","PA1090052","152389432002","S","24-AUG-15","SOX",NA,NA
"23011","PA1090052","162371736002","S","28-SEP-16","SIA",NA,NA
"23012","PA1090052","162371738002","S","28-SEP-16","SOX",NA,NA
"23013","PA1090052","162648230001","S","27-OCT-15","SIA",NA,NA
"23014","PA1090052","162648232001","S","27-OCT-15","SOX",NA,NA
"23015","PA1090052","171527242002","S","23-MAR-17","SIA",NA,NA
"23016","PA1090052","171527244002","S","14-APR-17","SOX",NA,NA
"23017","PA1090052","171642842003","S","02-MAY-17","SIA",NA,NA
"23018","PA1090052","171642843003","S","02-MAY-17","SIE",NA,NA
"23019","PA1090052","171642844003","S","19-JUN-17","SOX",NA,NA
"23020","PA1090052","171642845003","S","03-JUL-17","SIF",NA,NA
"23021","PA1090052","172371836003","S","05-OCT-16","SIA",NA,NA
"23022","PA1090052","172371838003","S","05-OCT-16","SOX",NA,NA
"23023","PA1090052","173850536004","S","15-NOV-16","SIA",NA,NA
"23024","PA1090052","173850537004","S","22-NOV-16","SIE",NA,NA
"23025","PA1090052","173850538004","S","16-MAY-17","SOX",NA,NA
"23026","PA1090052","173850539004","S","03-JUL-17","SIF",NA,NA
"23027","PA1090052","173850636005","S","14-NOV-16","SIA",NA,NA
"23028","PA1090052","173850638005","S","14-NOV-16","SOX",NA,NA
"23029","PA1090052","180308648001","S","04-JAN-18","SFJ",NA,NA
"23030","PA1090052","180308649001","S","02-FEB-18","SIF",NA,NA
"23031","PA1090052","180308650001","S","02-FEB-18","SOX",NA,NA
"23032","PA1090052","181202848002","S","03-APR-18","SIA",NA,NA
"23033","PA1090052","181202850002","S","13-APR-18","SOX",NA,NA
"23034","PA1090052","190328954001","S","04-FEB-19","SIA",NA,NA
"23035","PA1090052","190328955001","S","07-FEB-19","SIE",NA,NA
"23036","PA1090052","190328956001","S","07-FEB-19","SOX",NA,NA
"23037","PA1090052","192885248003","S","20-NOV-18","SIA",NA,NA
"23038","PA1090052","192885249003","S","10-DEC-18","SIE",NA,NA
"23039","PA1090052","192885250003","S","02-JAN-19","SOX",NA,NA
"23040","PA5100004","123310812001","S","20-JUL-12","SIA",NA,NA
"23041","PA5100004","123310813001","S","20-JUL-12","SIE",NA,NA
"23042","PA5100004","123310814001","S","20-JUL-12","SOX",NA,NA
"23043","PA5100004","123311012001","S","20-JUL-12","SIA",NA,NA
"23044","PA5100004","123311014001","S","20-JUL-12","SOX",NA,NA
"23045","PA5100004","130115818001","S","29-NOV-12","SIA",NA,NA
"23046","PA5100004","130115820001","S","29-NOV-12","SOX",NA,NA
"23047","PA5100004","131093318002","S","25-JAN-13","SIA",NA,NA
"23048","PA5100004","131093319002","S","25-JAN-13","SIE",NA,NA
"23049","PA5100004","131093320002","S","25-JAN-13","SOX",NA,NA
"23050","PA5100004","131094718016","S","06-FEB-13","SIA",NA,NA
"23051","PA5100004","131094719016","S","06-FEB-13","SIE",NA,NA
"23052","PA5100004","131094720016","S","06-FEB-13","SOX",NA,NA
"23053","PA5100004","161578536001","S","02-MAY-16","SFJ",NA,NA
"23054","PA5100004","161578537001","S","02-MAY-16","SOX",NA,NA
"23055","PA5100004","173596536002","S","05-APR-17","SIA",NA,NA
"23056","PA5100004","173596537002","S","05-APR-17","SOX",NA,NA
"23057","PA5100004","180257848001","S","21-DEC-17","SIA",NA,NA
"23058","PA5100004","180257850001","S","21-DEC-17","SOX",NA,NA
"23059","PA5100004","182671348003","S","10-SEP-18","SIA",NA,NA
"23060","PA5100004","192671349003","S","08-MAR-19","SOX",NA,NA
"23061","PA2520091","192089255001","S","29-MAY-19","SIB",NA,NA
"23062","PA2520092","192089354001","S","29-MAY-19","SIB",NA,NA
"23063","PA2520094","192089454001","S","29-MAY-19","SIB",NA,NA
"23064","PA1460010","143780218003","S","20-JUN-14","SIA",NA,NA
"23065","PA1460010","143780220003","S","20-JUN-14","SOX",NA,NA
"23066","PA1460010","160163636001","S","05-JAN-16","SIA",NA,NA
"23067","PA1460010","160163637001","S","23-FEB-16","SIE",NA,NA
"23068","PA1460010","160163638001","S","15-JUL-16","SIF",NA,NA
"23069","PA1460010","160163639001","S","15-JUL-16","SOX",NA,NA
"23070","PA1460010","181817648002","S","14-AUG-18","SIA",NA,NA
"23071","PA1460010","181817650002","S","14-AUG-18","SOX",NA,NA
"23072","PA1460010","182536748006","S","24-AUG-18","SIA",NA,NA
"23073","PA1460010","182536750006","S","24-AUG-18","SOX",NA,NA
"23074","PA1460010","191409054001","S","13-MAY-19","SIA",NA,NA
"23075","PA6250097","133552618002","S","24-JUL-13","SIA",NA,NA
"23076","PA6250097","133552618004","S","24-JUL-13","SIA",NA,NA
"23077","PA6250097","133552620002","S","24-JUL-13","SOX",NA,NA
"23078","PA6250097","133552620004","S","24-JUL-13","SOX",NA,NA
"23079","PA6250097","160912636001","S","22-FEB-16","SIA",NA,NA
"23080","PA6250097","160912638001","S","22-FEB-16","SOX",NA,NA
"23081","PA6250097","161954936008","S","24-MAY-16","SIA",NA,NA
"23082","PA6250097","161954937008","S","24-MAY-16","SIE",NA,NA
"23083","PA6250097","161954938008","S","24-MAY-16","SOX",NA,NA
"23084","PA6250097","161954939008","S","20-JUN-16","SIF",NA,NA
"23085","PA6250097","174356636011","S","18-NOV-16","SIA",NA,NA
"23086","PA6250097","174356637011","S","18-NOV-16","SIE",NA,NA
"23087","PA6250097","174356638011","S","18-NOV-16","SOX",NA,NA
"23088","PA6250097","174356639011","S","12-JUN-17","SIF",NA,NA
"23089","PA6370958","11227166001","S","05-JUL-11","SIA",NA,NA
"23090","PA6370958","11227167001","S","05-JUL-11","SIE",NA,NA
"23091","PA6370958","11227168001","S","05-JUL-11","SOX",NA,NA
"23092","PA6370958","11302916003","S","04-AUG-11","SIA",NA,NA
"23093","PA6370958","11302917003","S","04-AUG-11","SIE",NA,NA
"23094","PA6370958","11302918003","S","04-AUG-11","SOX",NA,NA
"23095","PA6370958","11302919003","S","22-AUG-11","SIF",NA,NA
"23096","PA6370958","11342536006","S","29-AUG-11","SIA",NA,NA
"23097","PA6370958","11342537006","S","29-AUG-11","SIE",NA,NA
"23098","PA6370958","11342538006","S","29-AUG-11","SOX",NA,NA
"23099","PA6370958","12421486001","S","31-OCT-11","SIA",NA,NA
"23100","PA6370958","12421487001","S","31-OCT-11","SIE",NA,NA
"23101","PA6370958","12421488001","S","31-OCT-11","SOX",NA,NA
"23102","PA6370958","134470312001","S","31-OCT-12","SFJ",NA,NA
"23103","PA6370958","134470313001","S","31-OCT-12","SIE",NA,NA
"23104","PA6370958","134470314001","S","31-OCT-12","SOX",NA,NA
"23105","PA6370958","161359436001","S","28-APR-16","SIA",NA,NA
"23106","PA6370958","161359437001","S","28-APR-16","SIE",NA,NA
"23107","PA6370958","161359438001","S","28-APR-16","SOX",NA,NA
"23108","PA6370958","171886642001","S","27-APR-17","SIA",NA,NA
"23109","PA6370958","171886643001","S","27-APR-17","SOX",NA,NA
"23110","PA6370958","181273648001","S","03-APR-18","SFJ",NA,NA
"23111","PA6370958","181273649001","S","03-APR-18","SIE",NA,NA
"23112","PA6370958","181273650001","S","22-MAY-18","SIF",NA,NA
"23113","PA6370958","181273651001","S","22-MAY-18","SOX",NA,NA
"23114","PA6370958","193202348002","S","05-NOV-18","SIA",NA,NA
"23115","PA6370958","193202349002","S","05-NOV-18","SIE",NA,NA
"23116","PA6370958","193202350002","S","05-NOV-18","SOX",NA,NA
"23117","PA1460059","11133566001","S","25-AUG-11","SIA",NA,NA
"23118","PA1460059","11133567001","S","25-AUG-11","SIE",NA,NA
"23119","PA1460059","12133568001","S","01-NOV-11","SIF",NA,NA
"23120","PA1460059","12133569001","S","01-NOV-11","SOX",NA,NA
"23121","PA1460059","12134466091","S","03-OCT-11","SIA",NA,NA
"23122","PA1460059","12134467091","S","03-OCT-11","SIE",NA,NA
"23123","PA1460059","141653218001","S","19-FEB-14","SIA",NA,NA
"23124","PA1460059","141653220001","S","21-FEB-14","SOX",NA,NA
"23125","PA1460059","151233830001","S","25-MAR-15","SIA",NA,NA
"23126","PA1460059","151233831001","S","25-MAR-15","SIE",NA,NA
"23127","PA1460059","151233832001","S","30-JUL-15","SOX",NA,NA
"23128","PA1460059","151845630004","S","24-JUL-15","SIA",NA,NA
"23129","PA1460059","161233833001","S","31-MAR-16","SIF",NA,NA
"23130","PA1460059","181934648002","S","06-AUG-18","SOX",NA,NA
"23131","PA2350020","91979884001","S","17-SEP-09","SFJ",NA,NA
"23132","PA2350020","100345880001","S","12-MAR-10","SIF",NA,NA
"23133","PA2350020","101979885001","S","12-MAR-10","SOX",NA,NA
"23134","PA2350020","11032596001","S","17-MAY-11","SFJ",NA,NA
"23135","PA2350020","11032597001","S","17-MAY-11","SIE",NA,NA
"23136","PA2350020","12032598001","S","12-APR-12","SIF",NA,NA
"23137","PA2350020","140345881001","S","18-FEB-14","SOX",NA,NA
"23138","PA1461079","#0902601","F","22-JUN-09","EFJ",NA,NA
"23139","PA1461079","#0902602","F","20-AUG-09","EOX",NA,NA
"23140","PA1461079","091670684003","S","20-AUG-09","SIA",NA,NA
"23141","PA1461079","091670685003","S","20-AUG-09","SIE",NA,NA
"23142","PA1461079","091670686003","S","09-SEP-09","SIF",NA,NA
"23143","PA1461079","091670687003","S","09-SEP-09","SOX",NA,NA
"23144","PA1461079","092141972001","S","05-JAN-09","SIA",NA,NA
"23145","PA1461079","092141973001","S","05-JAN-09","SIE",NA,NA
"23146","PA1461079","092141974001","S","23-JAN-09","SIF",NA,NA
"23147","PA1461079","092141975001","S","23-JAN-09","SOX",NA,NA
"23148","PA1461079","10035121","S","26-FEB-10","SIA",NA,NA
"23149","PA1461079","10035121001","S","26-FEB-10","SIE",NA,NA
"23150","PA1461079","10035122001","S","19-APR-10","SIF",NA,NA
"23151","PA1461079","10035123001","S","19-APR-10","SOX",NA,NA
"23152","PA1461079","11029396002","S","08-MAR-11","SIA",NA,NA
"23153","PA1461079","11029398002","S","08-MAR-11","SOX",NA,NA
"23154","PA1461079","142973718001","S","01-MAY-14","SIA",NA,NA
"23155","PA1461079","142973719001","S","01-MAY-14","SIE",NA,NA
"23156","PA1461079","142973720001","S","23-MAY-14","SIF",NA,NA
"23157","PA1461079","142973721001","S","23-MAY-14","SOX",NA,NA
"23158","PA1461079","143785620017","S","06-MAY-14","SOX",NA,NA
"23159","PA1461079","150021130001","S","25-NOV-14","SIA",NA,NA
"23160","PA1461079","150021131001","S","25-NOV-14","SIE",NA,NA
"23161","PA1461079","150021132001","S","25-NOV-14","SIF",NA,NA
"23162","PA1461079","150021133001","S","25-NOV-14","SOX",NA,NA
"23163","PA1461079","150021530012","S","26-NOV-14","SIA",NA,NA
"23164","PA1461079","150021531012","S","26-NOV-14","SIE",NA,NA
"23165","PA1461079","150021532012","S","03-DEC-14","SIF",NA,NA
"23166","PA1461079","150021533012","S","03-DEC-14","SOX",NA,NA
"23167","PA1461079","152398630008","S","24-AUG-15","SIA",NA,NA
"23168","PA1461079","152398631008","S","27-AUG-15","SIE",NA,NA
"23169","PA1461079","152398632008","S","01-SEP-15","SIF",NA,NA
"23170","PA1461079","152398633008","S","01-SEP-15","SOX",NA,NA
"23171","PA1461079","170028042004","S","18-APR-17","SOX",NA,NA
"23172","PA1461079","173932736044","S","12-APR-17","SIA",NA,NA
"23173","PA1461079","173932737044","S","18-APR-17","SOX",NA,NA
"23174","PA2080022","90299684001","S","12-FEB-09","SIA",NA,NA
"23175","PA2080022","90299685001","S","12-FEB-09","SIE",NA,NA
"23176","PA2080022","90299686001","S","26-FEB-09","SIF",NA,NA
"23177","PA2080022","90299687001","S","26-FEB-09","SOX",NA,NA
"23178","PA2080022","90299786002","S","17-FEB-09","SIF",NA,NA
"23179","PA2080022","90299787002","S","17-FEB-09","SOX",NA,NA
"23180","PA2080022","11184581001","S","13-OCT-10","SOX",NA,NA
"23181","PA2080022","131848619001","S","29-APR-13","SOX",NA,NA
"23182","PA2080022","132534518001","S","30-JUL-13","SIA",NA,NA
"23183","PA2080022","132534518002","S","30-JUL-13","SIA",NA,NA
"23184","PA2080022","132534519001","S","30-JUL-13","SIE",NA,NA
"23185","PA2080022","132534519002","S","30-JUL-13","SIE",NA,NA
"23186","PA2080022","132864513001","S","26-OCT-12","SOX",NA,NA
"23187","PA2080022","140015424001","S","05-DEC-13","SIA",NA,NA
"23188","PA2080022","140015425001","S","05-DEC-13","SIE",NA,NA
"23189","PA2080022","140015426001","S","12-DEC-13","SOX",NA,NA
"23190","PA2080022","142534520001","S","25-NOV-13","SIF",NA,NA
"23191","PA2080022","142534521001","S","25-NOV-13","SOX",NA,NA
"23192","PA2080022","143580512001","S","12-DEC-13","SOX",NA,NA
"23193","PA2080022","143791318034","S","05-DEC-13","SIA",NA,NA
"23194","PA2080022","143791319034","S","05-DEC-13","SIE",NA,NA
"23195","PA2080022","143791320034","S","12-DEC-13","SOX",NA,NA
"23196","PA2400022","10037921","S","12-FEB-10","SIA",NA,NA
"23197","PA2400022","10037922001","S","12-FEB-10","SOX",NA,NA
"23198","PA2350052","91980084001","S","14-SEP-09","SFJ",NA,NA
"23199","PA2350052","91980085001","S","28-SEP-09","SIF",NA,NA
"23200","PA2350052","91980086001","S","28-SEP-09","SOX",NA,NA
"23201","PA2350052","10102741001","S","01-MAR-10","SOX",NA,NA
"23202","PA2350052","11015527001","S","28-DEC-10","SOX",NA,NA
"23203","PA2350052","11211721001","S","25-OCT-10","SOX",NA,NA
"23204","PA2350052","120451512002","S","20-JAN-12","SFJ",NA,NA
"23205","PA2350052","120451513002","S","20-JAN-12","SIE",NA,NA
"23206","PA2350052","120451514002","S","13-JUN-12","SO8",NA,NA
"23207","PA2350052","120451515002","S","13-JUN-12","SOX",NA,NA
"23208","PA2350052","121783912005","S","20-APR-12","SFJ",NA,NA
"23209","PA2350052","121783913005","S","20-APR-12","SIE",NA,NA
"23210","PA2350052","12331026002","S","27-OCT-11","SIA",NA,NA
"23211","PA2350052","12331028002","S","27-OCT-11","SOX",NA,NA
"23212","PA2350052","12331036003","S","27-OCT-11","SFJ",NA,NA
"23213","PA2350064","10036801","S","22-FEB-10","SFJ",NA,NA
"23214","PA2350064","10036801001","S","22-FEB-10","SIE",NA,NA
"23215","PA2350064","10036803001","S","01-MAR-10","SOX",NA,NA
"23216","PA2400001","10037891","S","12-FEB-10","SIA",NA,NA
"23217","PA2400001","10037892001","S","12-FEB-10","SOX",NA,NA
"23218","PA2400001","10102771","S","08-MAR-10","SIA",NA,NA
"23219","PA2400001","10102771001","S","08-MAR-10","SIE",NA,NA
"23220","PA2400001","10102771002","S","08-MAR-10","SIE",NA,NA
"23221","PA2400001","10102772","S","08-MAR-10","SIA",NA,NA
"23222","PA2400001","10102772001","S","12-MAR-10","SOX",NA,NA
"23223","PA2400001","10102772002","S","12-MAR-10","SOX",NA,NA
"23224","PA2400001","10102781","S","08-MAR-10","SIA",NA,NA
"23225","PA2400001","10102781001","S","08-MAR-10","SIE",NA,NA
"23226","PA2400001","10102782001","S","11-MAR-10","SOX",NA,NA
"23227","PA2400001","10102782002","S","11-MAR-10","SOX",NA,NA
"23228","PA2400001","10102782003","S","11-MAR-10","SOX",NA,NA
"23229","PA2400001","11034206003","S","01-MAR-11","SFJ",NA,NA
"23230","PA2400001","11034207003","S","01-MAR-11","SIE",NA,NA
"23231","PA2400001","11102773001","S","20-OCT-10","SIF",NA,NA
"23232","PA2400001","11107448004","S","17-AUG-11","SOX",NA,NA
"23233","PA2400001","11121526007","S","29-MAR-11","SFJ",NA,NA
"23234","PA2400001","11141506008","S","27-APR-11","SFJ",NA,NA
"23235","PA2400001","11211196009","S","28-JUN-11","SIA",NA,NA
"23236","PA2400001","11250796012","S","12-AUG-11","SIA",NA,NA
"23237","PA2400001","11331146015","S","01-SEP-11","SFJ",NA,NA
"23238","PA2400001","12034208003","S","17-NOV-11","SO8",NA,NA
"23239","PA2400001","12034209003","S","17-NOV-11","SOX",NA,NA
"23240","PA2400001","121402512007","S","22-FEB-12","SO8",NA,NA
"23241","PA2400001","121402513007","S","22-FEB-12","SOX",NA,NA
"23242","PA2400001","121544412010","S","19-MAR-12","SO8",NA,NA
"23243","PA2400001","121544413010","S","19-MAR-12","SOX",NA,NA
"23244","PA2450067","102212944001","S","23-FEB-10","SO8",NA,NA
"23245","PA2450067","102212945001","S","23-FEB-10","SOX",NA,NA
"23246","PA2450069","101087118001","S","25-MAR-10","SO8",NA,NA
"23247","PA2450069","101087119001","S","25-MAR-10","SOX",NA,NA
"23248","PA2450069","103233456001","S","01-MAR-10","SOX",NA,NA
"23249","PA2450074","10567398001","S","23-FEB-10","SO8",NA,NA
"23250","PA2450074","10567399001","S","23-FEB-10","SOX",NA,NA
"23251","PA2450078","103212313001","S","23-FEB-10","SO8",NA,NA
"23252","PA2450078","103212314001","S","23-FEB-10","SOX",NA,NA
"23253","PA2400046","10159762","S","26-JUL-10","SIA",NA,NA
"23254","PA2400046","10159762002","S","30-JUL-10","SOX",NA,NA
"23255","PA2400046","133030418002","S","16-AUG-13","SIB",NA,NA
"23256","PA2400046","133030420002","S","16-AUG-13","SOX",NA,NA
"23257","PA2400046","140485324001","S","19-MAR-14","SFJ",NA,NA
"23258","PA2400046","140485325001","S","19-MAR-14","SIE",NA,NA
"23259","PA2400046","140485326001","S","09-APR-14","SIF",NA,NA
"23260","PA2400046","140485327001","S","14-MAY-14","SOX",NA,NA
"23261","PA2400046","151349430001","S","28-APR-15","SIA",NA,NA
"23262","PA2400046","151349432001","S","13-MAY-15","SOX",NA,NA
"23263","PA2400046","182044648002","S","20-AUG-18","SIA",NA,NA
"23264","PA2400046","182044649002","S","20-AUG-18","SO8",NA,NA
"23265","PA2400046","182044650002","S","20-AUG-18","SOX",NA,NA
"23266","PA2450137","100019119001","S","23-FEB-10","SOX",NA,NA
"23267","PA2450137","10041871","S","27-JAN-10","SIA",NA,NA
"23268","PA2450137","10041872001","S","27-JAN-10","SOX",NA,NA
"23269","PA2450137","11348306001","S","21-SEP-11","SIA",NA,NA
"23270","PA2450137","11348307001","S","21-SEP-11","SIE",NA,NA
"23271","PA2450137","11348308001","S","21-SEP-11","SIF",NA,NA
"23272","PA2450137","11348309001","S","21-SEP-11","SOX",NA,NA
"23273","PA2450137","11348316001","S","29-SEP-11","SIA",NA,NA
"23274","PA2450137","11348316002","S","29-SEP-11","SIA",NA,NA
"23275","PA2450137","11348317001","S","29-SEP-11","SIE",NA,NA
"23276","PA2450137","11348317002","S","29-SEP-11","SIE",NA,NA
"23277","PA2450137","11348318001","S","29-SEP-11","SIF",NA,NA
"23278","PA2450137","11348318002","S","29-SEP-11","SIF",NA,NA
"23279","PA2450137","12348319001","S","08-NOV-11","SOX",NA,NA
"23280","PA2450137","133343848001","S","07-DEC-12","SIA",NA,NA
"23281","PA2450137","133343849001","S","07-DEC-12","SOX",NA,NA
"23282","PA2450137","134126612001","S","26-OCT-12","SIA",NA,NA
"23283","PA2450137","134126613001","S","26-OCT-12","SIE",NA,NA
"23284","PA2450137","134126614001","S","26-OCT-12","SIF",NA,NA
"23285","PA2450137","134126615001","S","20-NOV-12","SOX",NA,NA
"23286","PA2450137","140804437001","S","28-FEB-14","SOX",NA,NA
"23287","PA2450139","102323026001","S","23-FEB-10","SO8",NA,NA
"23288","PA2450139","102323027001","S","23-FEB-10","SOX",NA,NA
"23289","PA2400141","90327484002","S","06-FEB-09","SFJ",NA,NA
"23290","PA2400141","90327485002","S","06-FEB-09","SIE",NA,NA
"23291","PA2400141","90327584003","S","20-FEB-09","SFJ",NA,NA
"23292","PA2400141","90327585003","S","20-FEB-09","SIE",NA,NA
"23293","PA2400141","90327684004","S","12-FEB-09","SFJ",NA,NA
"23294","PA2400141","90327685004","S","12-FEB-09","SIE",NA,NA
"23295","PA2400141","91315584027","S","21-APR-09","SO8",NA,NA
"23296","PA2400141","91315584028","S","21-APR-09","SO8",NA,NA
"23297","PA2400141","91315585027","S","21-APR-09","SOX",NA,NA
"23298","PA2400141","91315585028","S","21-APR-09","SOX",NA,NA
"23299","PA2400141","91976079008","S","31-MAR-09","SO8",NA,NA
"23300","PA2400141","91976080008","S","31-MAR-09","SOX",NA,NA
"23301","PA2400141","92268080003","S","31-MAR-09","SO8",NA,NA
"23302","PA2400141","92268081003","S","31-MAR-09","SOX",NA,NA
"23303","PA2400141","101315586027","S","23-OCT-09","SIF",NA,NA
"23304","PA2400148","90329784034","S","26-JAN-09","SO8",NA,NA
"23305","PA2400148","90329784051","S","26-JAN-09","SO8",NA,NA
"23306","PA2400148","90329884035","S","23-JAN-09","SO8",NA,NA
"23307","PA2400148","90329884052","S","23-JAN-09","SO8",NA,NA
"23308","PA2400148","91055384093","S","23-FEB-09","SO8",NA,NA
"23309","PA2400148","91055384112","S","23-FEB-09","SO8",NA,NA
"23310","PA2400148","91057584134","S","25-FEB-09","SO8",NA,NA
"23311","PA2400148","91057585134","S","06-MAR-09","SO8",NA,NA
"23312","PA2400148","91211884095","S","23-MAR-09","SO8",NA,NA
"23313","PA2400148","91211884172","S","23-MAR-09","SO8",NA,NA
"23314","PA2400148","91315884097","S","21-APR-09","SO8",NA,NA
"23315","PA2400148","91315884176","S","21-APR-09","SO8",NA,NA
"23316","PA2400148","91509584141","S","26-MAY-09","SO8",NA,NA
"23317","PA2400148","91509584222","S","26-MAY-09","SO8",NA,NA
"23318","PA2400148","91584884143","S","23-JUN-09","SO8",NA,NA
"23319","PA2400148","91584884268","S","23-JUN-09","SO8",NA,NA
"23320","PA2400148","91682684145","S","20-JUL-09","SO8",NA,NA
"23321","PA2400148","91682684272","S","20-JUL-09","SO8",NA,NA
"23322","PA2400148","91888784189","S","20-AUG-09","SO8",NA,NA
"23323","PA2400148","91888784319","S","20-AUG-09","SO8",NA,NA
"23324","PA2400148","91980284366","S","09-SEP-09","SO8",NA,NA
"23325","PA2400148","92009584001","S","23-SEP-09","SO8",NA,NA
"23326","PA2400148","92009584191","S","23-SEP-09","SO8",NA,NA
"23327","PA2400148","92009584367","S","23-SEP-09","SO8",NA,NA
"23328","PA2400148","10001741","S","23-NOV-09","SO8",NA,NA
"23329","PA2400148","100017786003","S","23-NOV-09","SO8",NA,NA
"23330","PA2400148","10001871","S","23-NOV-09","SO8",NA,NA
"23331","PA2400148","10011523","S","23-DEC-09","SO8",NA,NA
"23332","PA2400148","100115247","S","23-DEC-09","SO8",NA,NA
"23333","PA2400148","10039645","S","25-JAN-10","SO8",NA,NA
"23334","PA2400148","100396451","S","25-JAN-10","SO8",NA,NA
"23335","PA2400148","100398726","S","01-FEB-10","SO8",NA,NA
"23336","PA2400148","100398774","S","01-FEB-10","SO8",NA,NA
"23337","PA2400148","1010302112","S","23-FEB-10","SO8",NA,NA
"23338","PA2400148","101030264","S","23-FEB-10","SO8",NA,NA
"23339","PA2400148","1012070172","S","22-MAR-10","SO8",NA,NA
"23340","PA2400148","101207066","S","22-MAR-10","SO8",NA,NA
"23341","PA2400148","10128831068","S","26-APR-10","SIE",NA,NA
"23342","PA2400148","10128831176","S","26-APR-10","SIE",NA,NA
"23343","PA2400148","1012883176","S","26-APR-10","SFJ",NA,NA
"23344","PA2400148","101288368","S","26-APR-10","SFJ",NA,NA
"23345","PA2400148","1014570112","S","20-MAY-10","SO8",NA,NA
"23346","PA2400148","1014570222","S","20-MAY-10","SO8",NA,NA
"23347","PA2400148","1015229114","S","22-JUN-10","SO8",NA,NA
"23348","PA2400148","1015229268","S","22-JUN-10","SO8",NA,NA
"23349","PA2400148","1015980116","S","26-JUL-10","SO8",NA,NA
"23350","PA2400148","1015980272","S","26-JUL-10","SO8",NA,NA
