GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42009700804002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 804, Northumberland County, Pennsylvania",565,31,19,49,79,85,26,12,42,31,56,34,66,18,17,0,0,"Block Group 2, Census Tract 804, Northumberland County, Pennsylvania",79,25,21,48,63,55,30,18,37,29,40,32,48,23,27,109,109
"G42009700804003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 804, Northumberland County, Pennsylvania",425,9,52,24,53,48,31,0,45,10,10,62,78,3,0,0,0,"Block Group 3, Census Tract 804, Northumberland County, Pennsylvania",82,14,33,28,43,37,27,109,37,16,15,47,56,10,109,109,109
"G42009700805001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 805, Northumberland County, Pennsylvania",572,11,8,30,47,51,41,40,16,21,87,105,41,26,17,31,0,"Block Group 1, Census Tract 805, Northumberland County, Pennsylvania",64,14,12,24,37,34,32,29,20,23,46,48,33,27,19,28,109
"G42009700805002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 805, Northumberland County, Pennsylvania",296,21,0,25,26,0,0,62,20,16,23,30,36,10,12,0,15,"Block Group 2, Census Tract 805, Northumberland County, Pennsylvania",79,24,109,24,20,109,109,59,22,19,36,27,28,14,20,109,17
"G42009700805003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 805, Northumberland County, Pennsylvania",606,16,20,21,49,45,15,10,86,78,47,64,81,47,27,0,0,"Block Group 3, Census Tract 805, Northumberland County, Pennsylvania",99,18,31,33,41,31,16,17,59,54,45,53,50,42,25,109,109
"G42009700806001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 806, Northumberland County, Pennsylvania",528,44,90,19,100,0,28,10,43,13,65,38,30,30,18,0,0,"Block Group 1, Census Tract 806, Northumberland County, Pennsylvania",94,45,49,23,90,109,39,15,37,20,51,28,27,28,21,109,109
"G42009700806002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 806, Northumberland County, Pennsylvania",317,37,26,15,34,7,25,47,5,0,58,35,19,0,0,9,0,"Block Group 2, Census Tract 806, Northumberland County, Pennsylvania",77,35,31,17,36,12,25,44,9,109,59,34,24,109,109,13,109
"G42009700806003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 806, Northumberland County, Pennsylvania",468,25,25,0,24,31,17,10,39,9,42,79,83,25,22,27,10,"Block Group 3, Census Tract 806, Northumberland County, Pennsylvania",72,29,29,109,27,35,22,15,33,15,39,47,46,27,26,28,15
"G42009700806004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080600","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 806, Northumberland County, Pennsylvania",407,12,16,38,52,18,47,35,27,0,44,44,8,28,38,0,0,"Block Group 4, Census Tract 806, Northumberland County, Pennsylvania",65,19,25,36,43,28,44,33,24,109,38,38,13,25,36,109,109
"G42009700807001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 807, Northumberland County, Pennsylvania",456,6,15,14,21,26,45,19,38,14,49,57,64,26,36,7,19,"Block Group 1, Census Tract 807, Northumberland County, Pennsylvania",44,7,12,15,12,16,20,10,25,10,18,23,26,16,19,6,12
"G42009700807002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 807, Northumberland County, Pennsylvania",329,11,35,11,11,22,15,22,9,30,47,42,19,18,24,6,7,"Block Group 2, Census Tract 807, Northumberland County, Pennsylvania",48,14,25,9,13,17,12,14,6,23,25,20,10,18,19,6,8
"G42009700807003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080700","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 807, Northumberland County, Pennsylvania",458,11,21,12,11,47,26,8,22,19,57,58,102,37,12,0,15,"Block Group 3, Census Tract 807, Northumberland County, Pennsylvania",45,13,20,9,12,22,13,8,16,18,29,23,32,19,9,109,10
"G42009700808001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 808, Northumberland County, Pennsylvania",615,0,31,0,30,87,28,11,12,24,17,134,112,32,59,0,38,"Block Group 1, Census Tract 808, Northumberland County, Pennsylvania",86,109,32,109,27,74,43,18,19,27,18,85,79,29,61,109,32
"G42009700808002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 808, Northumberland County, Pennsylvania",599,78,27,45,32,18,0,76,22,14,57,67,34,69,49,11,0,"Block Group 2, Census Tract 808, Northumberland County, Pennsylvania",105,63,26,44,31,19,109,80,25,23,44,37,31,55,36,19,109
"G42009700808003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 808, Northumberland County, Pennsylvania",631,58,35,8,77,0,52,40,12,0,64,34,79,34,53,34,51,"Block Group 3, Census Tract 808, Northumberland County, Pennsylvania",97,49,43,14,58,109,37,37,19,109,69,30,53,32,40,33,43
"G42009700808004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080800","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 808, Northumberland County, Pennsylvania",384,10,29,10,21,24,30,13,6,36,59,67,51,16,12,0,0,"Block Group 4, Census Tract 808, Northumberland County, Pennsylvania",58,13,33,17,16,24,23,14,9,26,34,25,25,18,9,109,109
"G42009700808005","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080800","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 808, Northumberland County, Pennsylvania",554,21,5,68,25,6,23,59,29,12,61,92,66,29,33,20,5,"Block Group 5, Census Tract 808, Northumberland County, Pennsylvania",82,21,9,44,24,9,20,32,30,13,33,47,41,25,27,31,9
"G42009700809001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 809, Northumberland County, Pennsylvania",569,57,35,38,18,47,24,50,26,15,92,48,55,28,21,8,7,"Block Group 1, Census Tract 809, Northumberland County, Pennsylvania",71,29,21,23,16,37,20,36,19,16,50,25,31,21,18,12,12
"G42009700809002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 809, Northumberland County, Pennsylvania",663,68,70,83,41,19,34,14,37,20,54,88,61,31,27,5,11,"Block Group 2, Census Tract 809, Northumberland County, Pennsylvania",79,39,43,53,32,17,24,15,24,20,33,37,21,30,24,9,14
"G42009700809003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 809, Northumberland County, Pennsylvania",292,12,25,26,45,15,29,8,36,18,21,18,30,5,4,0,0,"Block Group 3, Census Tract 809, Northumberland County, Pennsylvania",50,14,19,15,29,12,16,6,24,16,13,12,19,7,6,109,109
"G42009700810001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 810, Northumberland County, Pennsylvania",215,0,40,19,36,26,10,9,0,11,10,12,42,0,0,0,0,"Block Group 1, Census Tract 810, Northumberland County, Pennsylvania",57,109,27,21,33,29,16,14,109,17,15,18,51,109,109,109,109
"G42009700810002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 810, Northumberland County, Pennsylvania",371,11,40,10,7,40,30,20,16,49,30,69,40,0,0,0,9,"Block Group 2, Census Tract 810, Northumberland County, Pennsylvania",79,17,33,16,10,30,27,22,18,56,30,53,32,109,109,109,15
"G42009700810003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 810, Northumberland County, Pennsylvania",526,83,155,64,36,73,22,21,0,4,20,39,9,0,0,0,0,"Block Group 3, Census Tract 810, Northumberland County, Pennsylvania",93,51,89,49,33,61,23,23,109,9,23,28,15,109,109,109,109
"G42009700810004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081000","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 810, Northumberland County, Pennsylvania",277,33,11,52,0,0,53,0,9,20,20,43,26,10,0,0,0,"Block Group 4, Census Tract 810, Northumberland County, Pennsylvania",73,25,17,36,109,109,54,109,14,22,22,30,24,15,109,109,109
"G42009700810005","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081000","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 810, Northumberland County, Pennsylvania",263,11,0,71,10,0,25,9,20,0,11,86,10,10,0,0,0,"Block Group 5, Census Tract 810, Northumberland County, Pennsylvania",67,17,109,44,16,109,27,14,19,109,16,58,18,16,109,109,109
"G42009700811001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 811, Northumberland County, Pennsylvania",179,20,0,9,12,20,0,0,0,7,30,23,38,20,0,0,0,"Block Group 1, Census Tract 811, Northumberland County, Pennsylvania",69,33,109,14,18,33,109,109,109,11,27,20,45,31,109,109,109
"G42009700811002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 811, Northumberland County, Pennsylvania",309,37,70,42,22,22,25,0,11,29,8,35,8,0,0,0,0,"Block Group 2, Census Tract 811, Northumberland County, Pennsylvania",86,27,39,42,23,34,39,109,18,35,13,31,13,109,109,109,109
"G42009700811003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 811, Northumberland County, Pennsylvania",393,70,28,24,56,9,9,48,17,15,9,55,22,31,0,0,0,"Block Group 3, Census Tract 811, Northumberland County, Pennsylvania",90,40,25,22,43,15,14,35,22,16,15,55,25,37,109,109,109
"G42009700811004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 811, Northumberland County, Pennsylvania",273,9,28,19,27,0,29,23,29,24,13,30,18,24,0,0,0,"Block Group 4, Census Tract 811, Northumberland County, Pennsylvania",67,16,26,20,34,109,25,34,33,23,19,24,20,40,109,109,109
"G42009700812001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 812, Northumberland County, Pennsylvania",395,32,49,41,0,71,66,0,26,10,22,35,20,23,0,0,0,"Block Group 1, Census Tract 812, Northumberland County, Pennsylvania",80,32,34,35,109,45,44,109,22,16,26,35,23,36,109,109,109
"G42009700812002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 812, Northumberland County, Pennsylvania",499,33,26,10,56,19,57,38,54,15,31,44,76,28,12,0,0,"Block Group 2, Census Tract 812, Northumberland County, Pennsylvania",85,31,25,16,36,21,54,35,43,25,29,35,47,28,18,109,109
"G42009700812003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 812, Northumberland County, Pennsylvania",420,18,115,12,51,29,18,8,7,10,84,0,51,17,0,0,0,"Block Group 3, Census Tract 812, Northumberland County, Pennsylvania",90,22,66,18,49,35,21,13,11,17,60,109,31,20,109,109,109
"G42009700812004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 812, Northumberland County, Pennsylvania",271,57,0,11,0,34,32,33,0,8,37,43,9,0,0,7,0,"Block Group 4, Census Tract 812, Northumberland County, Pennsylvania",55,35,109,17,109,33,42,29,109,12,31,36,15,109,109,11,109
"G42009700813001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 813, Northumberland County, Pennsylvania",345,28,31,57,9,23,10,23,0,51,20,30,30,25,0,8,0,"Block Group 1, Census Tract 813, Northumberland County, Pennsylvania",69,34,32,43,16,27,16,26,109,44,23,26,27,21,109,13,109
"G42009700813002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 813, Northumberland County, Pennsylvania",289,0,14,30,47,14,69,26,14,0,40,11,8,0,0,16,0,"Block Group 2, Census Tract 813, Northumberland County, Pennsylvania",76,109,21,31,41,23,62,24,18,109,36,18,13,109,109,24,109
"G42009700813003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 813, Northumberland County, Pennsylvania",532,28,153,53,85,35,13,8,16,12,58,37,15,19,0,0,0,"Block Group 3, Census Tract 813, Northumberland County, Pennsylvania",85,30,77,41,50,33,19,13,24,13,55,27,22,23,109,109,109
"G42009700814001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 814, Northumberland County, Pennsylvania",329,43,44,0,12,56,26,9,19,24,30,45,12,0,9,0,0,"Block Group 1, Census Tract 814, Northumberland County, Pennsylvania",58,52,30,109,18,31,24,14,21,25,22,34,18,109,15,109,109
"G42009700814002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 814, Northumberland County, Pennsylvania",310,26,0,31,45,50,10,47,22,20,0,43,16,0,0,0,0,"Block Group 2, Census Tract 814, Northumberland County, Pennsylvania",67,24,109,29,32,46,16,34,27,24,109,32,17,109,109,109,109
"G42009700814003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 814, Northumberland County, Pennsylvania",272,58,19,20,79,0,0,17,16,14,8,28,4,9,0,0,0,"Block Group 3, Census Tract 814, Northumberland County, Pennsylvania",70,49,15,23,52,109,109,20,15,22,13,26,10,14,109,109,109
"G42009700815001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 815, Northumberland County, Pennsylvania",324,10,42,56,11,13,24,19,32,26,50,0,10,31,0,0,0,"Block Group 1, Census Tract 815, Northumberland County, Pennsylvania",73,15,31,51,19,19,29,21,29,29,46,109,19,33,109,109,109
"G42009700815002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 815, Northumberland County, Pennsylvania",392,113,42,9,27,0,51,38,10,18,0,48,10,0,26,0,0,"Block Group 2, Census Tract 815, Northumberland County, Pennsylvania",87,67,29,14,24,109,36,34,14,21,109,38,15,109,24,109,109
"G42009700815003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 815, Northumberland County, Pennsylvania",315,52,39,42,0,19,10,44,10,32,11,41,0,15,0,0,0,"Block Group 3, Census Tract 815, Northumberland County, Pennsylvania",75,54,33,29,109,20,16,52,16,50,18,34,109,23,109,109,109
"G42009700815004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081500","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 815, Northumberland County, Pennsylvania",138,10,9,0,11,27,0,0,32,9,14,9,0,0,0,17,0,"Block Group 4, Census Tract 815, Northumberland County, Pennsylvania",62,16,15,109,14,32,109,109,41,16,23,15,109,109,109,24,109
"G42009700816001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 816, Northumberland County, Pennsylvania",341,10,49,30,54,16,8,0,25,12,68,17,43,9,0,0,0,"Block Group 1, Census Tract 816, Northumberland County, Pennsylvania",54,16,27,27,48,25,12,109,21,19,42,19,31,14,109,109,109
"G42009700816002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 816, Northumberland County, Pennsylvania",369,56,38,72,32,33,22,20,8,12,20,0,33,23,0,0,0,"Block Group 2, Census Tract 816, Northumberland County, Pennsylvania",90,33,48,55,32,51,19,22,13,17,22,109,28,20,109,109,109
"G42009700816003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 816, Northumberland County, Pennsylvania",637,143,42,61,18,63,88,36,0,22,40,56,47,9,12,0,0,"Block Group 3, Census Tract 816, Northumberland County, Pennsylvania",89,70,34,53,15,37,52,27,109,25,32,41,35,14,18,109,109
"G42009700817001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 817, Northumberland County, Pennsylvania",308,43,80,12,38,21,6,25,25,13,0,0,33,0,0,12,0,"Block Group 1, Census Tract 817, Northumberland County, Pennsylvania",68,44,60,15,43,23,11,26,35,22,109,109,32,109,109,21,109
"G42009700817002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 817, Northumberland County, Pennsylvania",231,60,38,13,10,13,26,27,0,0,22,9,13,0,0,0,0,"Block Group 2, Census Tract 817, Northumberland County, Pennsylvania",77,46,35,16,16,20,44,31,109,109,26,15,21,109,109,109,109
"G42009700817003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081700","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 817, Northumberland County, Pennsylvania",355,49,45,64,38,18,16,13,9,0,41,47,15,0,0,0,0,"Block Group 3, Census Tract 817, Northumberland County, Pennsylvania",89,45,39,49,28,20,21,21,14,109,33,52,24,109,109,109,109
"G42009700818001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 818, Northumberland County, Pennsylvania",307,23,31,8,14,14,28,13,16,7,29,24,68,8,20,4,0,"Block Group 1, Census Tract 818, Northumberland County, Pennsylvania",40,20,19,9,10,10,20,11,10,6,15,17,27,8,18,8,109
"G42009700818002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 818, Northumberland County, Pennsylvania",329,9,26,12,13,21,36,34,19,9,33,44,35,36,0,2,0,"Block Group 2, Census Tract 818, Northumberland County, Pennsylvania",50,8,18,9,10,14,22,22,11,11,18,20,18,27,109,3,109
"G42009700818003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 818, Northumberland County, Pennsylvania",930,54,79,91,77,162,75,25,45,31,75,57,116,26,12,5,0,"Block Group 3, Census Tract 818, Northumberland County, Pennsylvania",80,22,35,42,45,64,36,19,29,20,34,27,43,21,15,8,109
"G42009700819001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 819, Northumberland County, Pennsylvania",310,24,10,20,44,15,15,23,21,13,28,34,18,33,6,0,6,"Block Group 1, Census Tract 819, Northumberland County, Pennsylvania",58,30,12,19,29,17,17,22,19,13,19,20,16,24,10,109,9
"G42009700819002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 819, Northumberland County, Pennsylvania",593,6,40,17,22,22,26,31,66,43,50,50,144,46,9,4,17,"Block Group 2, Census Tract 819, Northumberland County, Pennsylvania",62,9,28,16,16,21,34,23,51,30,29,30,63,37,11,8,18
"G42009700819003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 819, Northumberland County, Pennsylvania",541,4,35,57,26,24,17,21,58,30,53,94,54,40,24,4,0,"Block Group 3, Census Tract 819, Northumberland County, Pennsylvania",73,8,23,46,16,22,11,16,34,25,28,41,27,22,16,7,109
"G42009700819004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 819, Northumberland County, Pennsylvania",182,13,5,0,18,0,6,42,0,7,5,43,37,6,0,0,0,"Block Group 4, Census Tract 819, Northumberland County, Pennsylvania",49,13,8,109,17,109,9,43,109,10,8,32,25,9,109,109,109
"G42009700819005","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 819, Northumberland County, Pennsylvania",348,6,5,0,19,24,76,74,0,9,52,26,23,0,34,0,0,"Block Group 5, Census Tract 819, Northumberland County, Pennsylvania",79,9,8,109,29,29,51,58,109,13,32,23,22,109,37,109,109
"G42009700819006","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"081900","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 819, Northumberland County, Pennsylvania",480,17,21,0,0,31,63,43,36,12,40,111,63,9,34,0,0,"Block Group 6, Census Tract 819, Northumberland County, Pennsylvania",70,19,26,109,109,20,46,37,38,13,31,53,34,14,27,109,109
"G42009700820001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"082000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 820, Northumberland County, Pennsylvania",233,0,20,10,0,0,9,7,22,13,83,31,26,12,0,0,0,"Block Group 1, Census Tract 820, Northumberland County, Pennsylvania",42,109,30,16,109,109,15,12,23,21,41,29,22,19,109,109,109
"G42009700820002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"082000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 820, Northumberland County, Pennsylvania",561,93,95,36,45,53,74,12,36,0,18,28,71,0,0,0,0,"Block Group 2, Census Tract 820, Northumberland County, Pennsylvania",103,56,75,25,37,50,49,19,32,109,23,26,41,109,109,109,109
"G42009700820003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"082000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 820, Northumberland County, Pennsylvania",377,0,14,65,32,40,0,12,0,60,25,62,44,23,0,0,0,"Block Group 3, Census Tract 820, Northumberland County, Pennsylvania",77,109,21,66,30,29,109,19,109,38,28,36,35,25,109,109,109
"G42009700820004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"082000","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 820, Northumberland County, Pennsylvania",744,132,12,130,91,128,74,13,39,10,35,35,33,0,0,12,0,"Block Group 4, Census Tract 820, Northumberland County, Pennsylvania",109,90,19,79,72,115,45,18,47,15,35,33,30,109,109,19,109
