GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Reservation with Trust Lands; trust lands only Code,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,Congressional District (111th Congress) Code,State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G42009500175022","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017502","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 175.02, Northampton County, Pennsylvania",901,0,11,24,34,33,19,21,54,29,84,161,149,125,83,68,6,"Block Group 2, Census Tract 175.02, Northampton County, Pennsylvania",76,109,17,26,31,29,21,23,36,26,63,69,76,52,43,41,10
"G42009500175023","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017502","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 175.02, Northampton County, Pennsylvania",346,0,0,9,29,0,0,0,0,30,22,26,69,23,56,28,54,"Block Group 3, Census Tract 175.02, Northampton County, Pennsylvania",42,109,109,14,28,109,109,109,109,25,24,25,39,24,40,26,36
"G42009500176031","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017603","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 176.03, Northampton County, Pennsylvania",499,9,9,25,39,8,8,52,29,11,62,82,39,92,0,34,0,"Block Group 1, Census Tract 176.03, Northampton County, Pennsylvania",87,14,15,37,46,12,12,42,22,19,42,50,31,55,109,33,109
"G42009500176032","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017603","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 176.03, Northampton County, Pennsylvania",563,23,15,8,32,0,41,7,49,23,81,86,108,53,11,19,7,"Block Group 2, Census Tract 176.03, Northampton County, Pennsylvania",75,20,17,12,26,109,36,11,36,26,52,66,69,51,18,21,11
"G42009500176033","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017603","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 176.03, Northampton County, Pennsylvania",208,27,28,7,0,21,0,0,8,0,36,21,20,17,0,15,8,"Block Group 3, Census Tract 176.03, Northampton County, Pennsylvania",47,27,21,12,109,23,109,109,12,109,33,23,23,19,109,22,12
"G42009500176034","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017603","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 176.03, Northampton County, Pennsylvania",275,6,8,16,32,15,28,22,16,38,7,35,32,20,0,0,0,"Block Group 4, Census Tract 176.03, Northampton County, Pennsylvania",52,9,13,17,23,17,23,22,19,35,12,34,34,24,109,109,109
"G42009500176041","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017604","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 176.04, Northampton County, Pennsylvania",761,13,0,0,67,21,0,34,24,35,56,122,102,75,122,43,47,"Block Group 1, Census Tract 176.04, Northampton County, Pennsylvania",83,21,109,109,42,24,109,34,28,32,41,61,66,59,91,23,58
"G42009500176042","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017604","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 176.04, Northampton County, Pennsylvania",564,0,5,45,20,51,20,0,14,0,154,79,128,48,0,0,0,"Block Group 2, Census Tract 176.04, Northampton County, Pennsylvania",75,109,10,53,24,38,33,109,23,109,73,44,73,35,109,109,109
"G42009500176043","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017604","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 176.04, Northampton County, Pennsylvania",516,0,0,0,46,21,15,0,0,13,14,78,88,86,41,69,45,"Block Group 3, Census Tract 176.04, Northampton County, Pennsylvania",73,109,109,109,40,26,24,109,109,22,23,53,68,50,35,48,33
"G42009500176051","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017605","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 176.05, Northampton County, Pennsylvania",846,20,18,58,39,55,0,41,38,0,81,172,91,91,70,33,39,"Block Group 1, Census Tract 176.05, Northampton County, Pennsylvania",97,32,29,50,45,54,109,41,43,109,80,84,50,56,42,33,35
"G42009500176052","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017605","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 176.05, Northampton County, Pennsylvania",480,13,15,0,19,20,37,19,0,26,44,48,38,48,0,40,113,"Block Group 2, Census Tract 176.05, Northampton County, Pennsylvania",79,20,22,109,30,31,39,26,109,31,43,48,37,44,109,36,50
"G42009500176061","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017606","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 176.06, Northampton County, Pennsylvania",981,0,0,26,10,0,15,0,29,72,108,136,168,127,169,69,52,"Block Group 1, Census Tract 176.06, Northampton County, Pennsylvania",102,109,109,29,15,109,24,109,32,43,76,89,85,75,80,48,43
"G42009500176062","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017606","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 176.06, Northampton County, Pennsylvania",592,13,0,0,14,26,8,12,0,28,72,79,55,148,67,38,32,"Block Group 2, Census Tract 176.06, Northampton County, Pennsylvania",79,21,109,109,23,30,13,21,109,31,53,68,37,78,47,34,36
"G42009500176071","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017607","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 176.07, Northampton County, Pennsylvania",927,33,0,17,20,17,34,70,17,60,90,89,78,154,136,59,53,"Block Group 1, Census Tract 176.07, Northampton County, Pennsylvania",111,48,109,28,24,28,32,70,26,46,68,60,47,66,94,46,45
"G42009500176072","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017607","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 176.07, Northampton County, Pennsylvania",505,0,0,55,0,21,40,14,0,25,12,30,25,80,40,60,103,"Block Group 2, Census Tract 176.07, Northampton County, Pennsylvania",96,109,109,66,109,31,62,21,109,29,19,32,29,45,38,52,68
"G42009500176073","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017607","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 176.07, Northampton County, Pennsylvania",971,34,18,13,79,79,46,23,24,46,50,82,162,69,82,58,106,"Block Group 3, Census Tract 176.07, Northampton County, Pennsylvania",117,41,28,21,67,59,43,35,26,42,37,62,67,49,47,44,83
"G42009500177021","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017702","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 177.02, Northampton County, Pennsylvania",873,0,11,30,50,35,0,39,30,41,58,94,124,115,80,106,60,"Block Group 1, Census Tract 177.02, Northampton County, Pennsylvania",54,109,17,28,35,32,109,24,26,33,37,51,50,57,46,46,37
"G42009500177031","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017703","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 177.03, Northampton County, Pennsylvania",244,0,0,13,33,0,13,0,27,0,12,23,61,11,0,0,51,"Block Group 1, Census Tract 177.03, Northampton County, Pennsylvania",66,109,109,21,32,109,21,109,31,109,27,29,44,18,109,109,53
"G42009500177032","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017703","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 177.03, Northampton County, Pennsylvania",765,0,12,52,0,13,22,72,0,39,138,60,124,65,71,37,60,"Block Group 2, Census Tract 177.03, Northampton County, Pennsylvania",73,109,21,42,109,20,24,55,109,36,85,47,62,48,54,34,40
"G42009500177041","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017704","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 177.04, Northampton County, Pennsylvania",1234,6,14,42,0,53,17,35,8,47,108,71,197,352,93,68,123,"Block Group 1, Census Tract 177.04, Northampton County, Pennsylvania",112,10,22,39,109,34,27,39,16,39,95,47,73,98,64,48,60
"G42009500177042","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017704","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 177.04, Northampton County, Pennsylvania",908,12,15,0,51,30,37,29,53,17,35,43,133,182,106,111,54,"Block Group 2, Census Tract 177.04, Northampton County, Pennsylvania",114,19,23,109,44,36,36,27,68,27,54,39,70,84,60,60,46
"G42009500178001","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 178, Northampton County, Pennsylvania",445,12,7,6,8,23,29,11,23,15,70,62,141,28,10,0,0,"Block Group 1, Census Tract 178, Northampton County, Pennsylvania",74,12,10,9,8,18,23,12,19,13,45,37,65,20,11,109,109
"G42009500178002","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 178, Northampton County, Pennsylvania",354,3,33,6,7,6,42,0,33,21,59,16,61,32,32,0,3,"Block Group 2, Census Tract 178, Northampton County, Pennsylvania",54,6,22,9,10,9,30,109,33,18,36,13,30,17,20,109,5
"G42009500179011","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017901","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 179.01, Northampton County, Pennsylvania",361,22,35,30,22,0,19,19,11,8,25,70,52,7,41,0,0,"Block Group 1, Census Tract 179.01, Northampton County, Pennsylvania",75,24,33,28,24,109,23,23,17,14,22,45,37,12,46,109,109
"G42009500179012","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017901","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 179.01, Northampton County, Pennsylvania",240,0,5,20,0,10,12,20,17,6,0,82,0,31,12,25,0,"Block Group 2, Census Tract 179.01, Northampton County, Pennsylvania",54,109,9,22,109,16,19,17,20,12,109,46,109,26,20,29,109
"G42009500179013","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017901","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 179.01, Northampton County, Pennsylvania",341,11,26,0,36,0,11,32,28,56,41,73,11,0,9,7,0,"Block Group 3, Census Tract 179.01, Northampton County, Pennsylvania",68,17,33,109,34,109,17,31,31,50,38,43,17,109,14,12,109
"G42009500179014","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017901","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 179.01, Northampton County, Pennsylvania",603,31,50,43,38,36,118,40,14,17,0,86,70,13,9,19,19,"Block Group 4, Census Tract 179.01, Northampton County, Pennsylvania",78,29,29,32,46,33,78,36,18,25,109,55,46,20,15,20,22
"G42009500179021","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017902","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 179.02, Northampton County, Pennsylvania",379,0,0,32,25,23,53,13,66,13,0,66,40,39,0,0,9,"Block Group 1, Census Tract 179.02, Northampton County, Pennsylvania",64,109,109,34,29,27,63,17,69,20,109,38,30,27,109,109,16
"G42009500179022","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017902","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 179.02, Northampton County, Pennsylvania",303,0,23,12,0,15,15,10,22,10,31,66,33,30,22,0,14,"Block Group 2, Census Tract 179.02, Northampton County, Pennsylvania",57,109,26,19,109,24,24,15,27,16,28,35,24,26,19,109,23
"G42009500179023","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"017902","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 179.02, Northampton County, Pennsylvania",275,0,0,15,24,16,0,9,25,46,16,42,35,19,9,19,0,"Block Group 3, Census Tract 179.02, Northampton County, Pennsylvania",52,109,109,23,29,25,109,15,29,37,23,38,31,22,16,22,109
"G42009500180011","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018001","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 180.01, Northampton County, Pennsylvania",242,0,0,8,7,0,9,0,0,11,42,45,61,30,9,0,20,"Block Group 1, Census Tract 180.01, Northampton County, Pennsylvania",48,109,109,15,12,109,14,109,109,16,46,29,35,27,16,109,22
"G42009500180012","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018001","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 180.01, Northampton County, Pennsylvania",894,8,0,47,33,35,36,0,65,41,55,108,151,120,89,60,46,"Block Group 2, Census Tract 180.01, Northampton County, Pennsylvania",81,12,109,51,25,26,30,109,39,41,36,47,54,64,40,28,26
"G42009500180013","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018001","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 180.01, Northampton County, Pennsylvania",335,0,17,0,19,47,0,0,8,16,9,10,78,51,33,17,30,"Block Group 3, Census Tract 180.01, Northampton County, Pennsylvania",53,109,19,109,21,58,109,109,13,17,14,17,36,33,27,19,27
"G42009500180021","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018002","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 180.02, Northampton County, Pennsylvania",541,0,45,45,15,61,13,0,16,0,107,16,70,10,43,42,58,"Block Group 1, Census Tract 180.02, Northampton County, Pennsylvania",92,109,55,42,24,76,21,109,25,109,61,25,50,17,41,41,49
"G42009500180022","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018002","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 180.02, Northampton County, Pennsylvania",363,0,12,0,46,0,32,0,0,10,27,35,41,0,27,35,98,"Block Group 2, Census Tract 180.02, Northampton County, Pennsylvania",71,109,19,109,38,109,27,109,109,17,31,32,37,109,30,35,54
"G42009500180023","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018002","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 180.02, Northampton County, Pennsylvania",736,0,0,12,35,0,16,0,34,0,76,42,41,218,86,43,133,"Block Group 3, Census Tract 180.02, Northampton County, Pennsylvania",120,109,109,20,37,109,25,109,31,109,83,41,42,104,53,33,62
"G42009500180024","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018002","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 180.02, Northampton County, Pennsylvania",852,37,17,33,22,10,44,0,23,27,91,111,184,14,60,46,133,"Block Group 4, Census Tract 180.02, Northampton County, Pennsylvania",113,35,27,35,26,16,39,109,27,31,84,62,86,22,49,36,65
"G42009500181001","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 181, Northampton County, Pennsylvania",511,32,18,19,7,3,12,31,13,32,41,129,93,8,31,17,25,"Block Group 1, Census Tract 181, Northampton County, Pennsylvania",69,24,16,17,7,5,15,22,15,28,26,49,43,8,27,18,23
"G42009500181002","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 181, Northampton County, Pennsylvania",551,13,24,0,0,16,8,26,8,32,50,16,70,45,96,61,86,"Block Group 2, Census Tract 181, Northampton County, Pennsylvania",81,21,22,109,109,17,12,27,12,27,38,17,68,26,60,36,36
"G42009500181003","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 181, Northampton County, Pennsylvania",649,0,36,0,8,0,0,27,33,15,48,88,109,110,58,74,43,"Block Group 3, Census Tract 181, Northampton County, Pennsylvania",86,109,33,109,14,109,109,34,30,17,62,63,67,69,34,40,35
"G42009500181004","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 181, Northampton County, Pennsylvania",608,15,0,9,29,8,39,26,0,23,84,45,79,88,53,33,77,"Block Group 4, Census Tract 181, Northampton County, Pennsylvania",80,23,109,13,26,12,27,24,109,24,50,35,46,41,47,31,55
"G42009500182001","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 182, Northampton County, Pennsylvania",695,17,39,12,13,13,14,27,11,38,165,90,102,32,30,54,38,"Block Group 1, Census Tract 182, Northampton County, Pennsylvania",115,26,60,18,21,21,22,31,19,36,92,68,60,30,29,66,38
"G42009500182002","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 182, Northampton County, Pennsylvania",713,42,82,48,53,35,30,36,24,25,14,128,25,62,44,65,0,"Block Group 2, Census Tract 182, Northampton County, Pennsylvania",113,41,78,59,43,34,35,35,19,21,22,81,28,46,40,51,109
"G42009500183001","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 183, Northampton County, Pennsylvania",276,0,12,10,0,12,10,0,54,12,38,49,14,50,0,15,0,"Block Group 1, Census Tract 183, Northampton County, Pennsylvania",66,109,19,16,109,19,15,109,41,20,35,38,22,55,109,23,109
"G42009500183002","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 183, Northampton County, Pennsylvania",415,0,12,31,38,0,14,13,22,9,70,41,75,53,20,17,0,"Block Group 2, Census Tract 183, Northampton County, Pennsylvania",69,109,19,43,33,109,19,20,24,15,65,32,41,41,22,25,109
"G42009500183003","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 183, Northampton County, Pennsylvania",441,9,33,20,13,56,12,19,12,36,22,93,36,17,44,3,16,"Block Group 3, Census Tract 183, Northampton County, Pennsylvania",64,9,18,14,11,29,8,18,10,26,15,48,17,11,33,5,17
"G42009500183004","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,"018300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 183, Northampton County, Pennsylvania",645,11,35,15,51,15,28,35,13,20,57,99,90,78,45,43,10,"Block Group 4, Census Tract 183, Northampton County, Pennsylvania",99,13,24,15,58,16,26,27,19,24,39,53,42,62,36,28,16
"G42009700801001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 801, Northumberland County, Pennsylvania",675,30,21,47,35,21,49,31,40,35,95,37,108,51,25,16,34,"Block Group 1, Census Tract 801, Northumberland County, Pennsylvania",62,21,18,27,19,16,28,15,29,17,42,19,42,23,20,18,20
"G42009700801002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 801, Northumberland County, Pennsylvania",694,6,26,36,29,52,49,15,37,42,73,94,102,68,14,15,36,"Block Group 2, Census Tract 801, Northumberland County, Pennsylvania",54,7,20,19,14,20,23,13,20,24,23,29,40,26,11,12,26
"G42009700801003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 801, Northumberland County, Pennsylvania",348,12,12,8,25,3,31,16,9,40,37,53,55,22,19,3,3,"Block Group 3, Census Tract 801, Northumberland County, Pennsylvania",49,11,10,11,20,4,26,14,10,29,23,27,22,20,18,4,5
"G42009700802001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 802, Northumberland County, Pennsylvania",268,5,4,18,2,26,36,36,3,14,15,19,45,26,2,0,17,"Block Group 1, Census Tract 802, Northumberland County, Pennsylvania",67,10,6,18,4,23,39,31,5,15,17,13,35,27,3,109,28
"G42009700802002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 802, Northumberland County, Pennsylvania",1191,44,88,129,52,61,70,45,69,79,149,130,162,76,37,0,0,"Block Group 2, Census Tract 802, Northumberland County, Pennsylvania",153,37,67,88,47,66,52,44,59,50,68,75,95,42,42,109,109
"G42009700802003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 802, Northumberland County, Pennsylvania",281,32,19,0,37,62,0,10,13,0,60,14,4,0,17,0,13,"Block Group 3, Census Tract 802, Northumberland County, Pennsylvania",98,51,24,109,59,68,109,16,20,109,69,21,8,109,26,109,20
"G42009700802004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 802, Northumberland County, Pennsylvania",513,32,11,44,24,35,81,31,66,33,54,4,65,8,8,17,0,"Block Group 4, Census Tract 802, Northumberland County, Pennsylvania",85,36,12,43,21,27,48,22,48,35,39,8,39,12,12,18,109
"G42009700802005","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080200","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 802, Northumberland County, Pennsylvania",512,58,13,31,49,15,23,72,50,39,48,27,63,18,0,6,0,"Block Group 5, Census Tract 802, Northumberland County, Pennsylvania",76,37,14,23,30,17,30,45,40,27,29,22,31,22,109,9,109
"G42009700803001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 803, Northumberland County, Pennsylvania",502,16,14,43,34,41,13,13,124,12,86,32,36,26,12,0,0,"Block Group 1, Census Tract 803, Northumberland County, Pennsylvania",95,26,22,40,35,39,20,20,87,19,61,34,34,30,18,109,109
"G42009700803002","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 803, Northumberland County, Pennsylvania",456,33,71,17,73,15,6,0,48,10,33,53,54,23,15,0,5,"Block Group 2, Census Tract 803, Northumberland County, Pennsylvania",89,32,75,25,52,23,12,109,33,16,33,41,37,29,14,109,9
"G42009700803003","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 803, Northumberland County, Pennsylvania",427,0,32,21,34,61,26,0,11,27,24,100,51,26,0,0,14,"Block Group 3, Census Tract 803, Northumberland County, Pennsylvania",91,109,38,32,38,45,26,109,16,21,28,62,41,30,109,109,23
"G42009700803004","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 803, Northumberland County, Pennsylvania",249,23,31,12,24,29,0,25,38,0,56,0,11,0,0,0,0,"Block Group 4, Census Tract 803, Northumberland County, Pennsylvania",75,37,37,19,27,32,109,29,37,109,47,109,18,109,109,109,109
"G42009700803005","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 803, Northumberland County, Pennsylvania",425,73,25,62,15,52,17,7,0,12,62,56,33,11,0,0,0,"Block Group 5, Census Tract 803, Northumberland County, Pennsylvania",73,71,28,43,26,35,29,11,109,20,47,46,33,18,109,109,109
"G42009700803006","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 803, Northumberland County, Pennsylvania",361,116,91,13,27,0,22,0,42,0,9,25,16,0,0,0,0,"Block Group 6, Census Tract 803, Northumberland County, Pennsylvania",116,102,55,20,23,109,25,109,68,109,15,36,24,109,109,109,109
"G42009700803007","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080300","7",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 803, Northumberland County, Pennsylvania",569,42,90,57,85,0,21,9,149,55,35,26,0,0,0,0,0,"Block Group 7, Census Tract 803, Northumberland County, Pennsylvania",114,40,82,46,96,109,33,14,81,63,43,29,109,109,109,109,109
"G42009700804001","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,"080400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 804, Northumberland County, Pennsylvania",453,20,22,8,38,13,48,25,33,27,48,38,60,35,8,3,27,"Block Group 1, Census Tract 804, Northumberland County, Pennsylvania",80,21,21,9,25,16,36,24,27,24,34,31,30,26,9,5,37
